1097547,1004,0.64
1097548,1005,5.24
1097548,1003,0.38
1097548,1008,30
1097548,1004,0.93
1097549,1008,41
1097549,1005,8.34
1097549,1004,0.95
1097549,1003,0.43
1097550,1005,1.31
1097550,1008,15
1097550,1004,0.96
1097550,1003,0.4
1097551,1008,16
1097551,1005,1.48
1097551,1004,1
1097551,1003,0.46
1097552,1003,0.28
1097552,1005,9.17
1097552,1004,0.97
1097552,1008,47
1097553,1004,2.08
1097553,1003,0.21
1097553,1008,31
1097553,1005,2.92
1097554,1005,7.04
1097554,1008,63
1097554,1004,1.55
1097554,1003,5.25
1097555,1008,73
1097555,1005,3.94
1097555,1003,9.95
1097555,1004,1.92
1097556,1005,7.04
1097556,1008,63
1097556,1003,5.25
1097556,1004,1.55
1097557,1008,63
1097557,1005,7.04
1097557,1003,5.25
1097557,1004,1.55
1097558,1004,3.25
1097558,1005,4.66
1097558,1008,61
1097558,1003,3.47
1097559,1008,63
1097559,1003,5.25
1097559,1005,7.04
1097559,1004,1.55
1097560,1008,56
1097560,1004,0.18
1097560,1003,5.73
1097560,1005,7.68
1097561,1003,9.95
1097561,1008,73
1097561,1005,3.94
1097561,1004,1.92
1097562,1003,9
1097562,1008,97
1097562,1004,5
1097562,1005,3.98
1097563,1008,73
1097563,1003,9.95
1097563,1005,3.94
1097563,1004,1.92
1097564,1004,0.37
1097564,1008,61
1097564,1003,10.3
1097564,1005,3.64
1097565,1003,4.66
1097565,1004,1.37
1097565,1008,89
1097565,1005,14.46
1097566,1004,2.87
1097566,1008,87
1097566,1003,3.1
1097566,1005,12.36
1097567,1008,89
1097567,1003,4.66
1097567,1005,14.46
1097567,1004,1.37
1097568,1003,5.09
1097568,1004,0.17
1097568,1005,15.02
1097568,1008,83
1097569,1004,2.57
1097569,1005,12.29
1097569,1008,105
1097569,1003,8.17
1097570,1004,3
1097570,1003,7.33
1097570,1008,106
1097570,1005,12.29
1097571,1004,2.57
1097571,1005,12.29
1097571,1008,105
1097571,1003,8.17
1097572,1005,12.2
1097572,1008,83
1097572,1003,8.06
1097572,1004,0.15
1097573,1005,9.82
1097573,1003,5.09
1097573,1008,73
1097573,1004,1.51
1097574,1003,3.3
1097574,1004,3.1
1097574,1008,77
1097574,1005,9.41
1097575,1004,1.51
1097575,1008,73
1097575,1005,9.82
1097575,1003,5.09
1097576,1004,0.18
1097576,1003,5.56
1097576,1008,66
1097576,1005,10.44
1097577,1005,9.54
1097577,1003,8.64
1097577,1008,95
1097577,1004,2.5
1097578,1008,111
1097578,1004,4.44
1097578,1003,8.47
1097578,1005,9.35
1097579,1008,95
1097579,1005,9.54
1097579,1004,2.5
1097579,1003,8.64
1097580,1003,8.64
1097580,1004,0.18
1097580,1008,78
1097580,1005,10.37
1097581,1005,22.38
1097581,1003,8.9
1097581,1008,160
1097581,1004,4.29
1097582,1004,1.09
1097582,1005,11.81
1097582,1003,3.71
1097582,1008,72
1097583,1003,7.93
1097583,1008,189
1097583,1005,3.33
1097583,1004,15.99
1097584,1005,3.76
1097584,1008,191
1097584,1003,8.16
1097584,1004,16.03
1097585,1005,4.07
1097585,1003,6.82
1097585,1004,12.88
1097585,1008,159
1097586,1003,8.48
1097586,1008,195
1097586,1005,4.13
1097586,1004,16.09
1097587,1005,3.6
1097587,1004,12.94
1097587,1008,158
1097587,1003,7.02
1097588,1005,3.95
1097588,1004,6.31
1097588,1008,92
1097588,1003,5.35
1097589,1004,16.03
1097589,1008,191
1097589,1005,3.76
1097589,1003,8.16
1097590,1008,84
1097590,1003,3.36
1097590,1005,15.86
1097590,1004,1.01
1097591,1003,3
1097591,1004,3.6
1097591,1008,127
1097591,1005,21.6
1097592,1004,3.6
1097592,1005,21.6
1097592,1003,3
1097592,1008,127
1097593,1008,131
1097593,1005,21.6
1097593,1004,3.6
1097593,1003,3
1097594,1008,159
1097594,1005,24.2
1097594,1004,5.6
1097594,1003,4
1097595,1004,5.76
1097595,1005,24.87
1097595,1008,160
1097595,1003,4.31
1097596,1008,204
1097596,1004,6.25
1097596,1005,34.38
1097596,1003,3.9
1097597,1005,21.6
1097597,1003,3
1097597,1004,3.6
1097597,1008,127
1097598,1005,21.6
1097598,1004,3.6
1097598,1008,131
1097598,1003,3
1097599,1005,23.9
1097599,1003,3.2
1097599,1004,3.73
1097599,1008,142
1097600,1003,3.2
1097600,1004,3.73
1097600,1005,23.9
1097600,1008,139
1097601,1004,3.61
1097601,1003,3.29
1097601,1005,25.28
1097601,1008,143
1097602,1004,3.61
1097602,1005,25.28
1097602,1008,147
1097602,1003,3.29
1097603,1003,3.47
1097603,1004,3.25
1097603,1005,4.66
1097603,1008,61
1097604,1008,98
1097604,1005,13.22
1097604,1003,3.4
1097604,1004,3.53
1097605,1003,3.05
1097605,1004,3.08
1097605,1008,92
1097605,1005,13
1097606,1004,3.53
1097606,1005,13.22
1097606,1003,3.4
1097606,1008,98
1097607,1003,3.39
1097607,1008,67
1097607,1005,13.46
1097607,1004,0
1097608,1005,10.34
1097608,1004,3.39
1097608,1008,83
1097608,1003,3.17
1097609,1008,76
1097609,1005,12.13
1097609,1003,2.99
1097609,1004,1.9
1097610,1004,0
1097610,1005,13.46
1097610,1003,3.39
1097610,1008,67
1097611,1008,64
1097611,1005,10.15
1097611,1004,1.11
1097611,1003,3.46
1097612,1004,1.04
1097612,1003,3.43
1097612,1005,7.68
1097612,1008,57
1097613,1003,3.46
1097613,1005,10.15
1097613,1004,1.11
1097613,1008,64
1097614,1004,0
1097614,1008,67
1097614,1003,3.39
1097614,1005,13.46
1097615,1003,3.46
1097615,1004,1.11
1097615,1008,64
1097615,1005,10.15
1097616,1005,16.54
1097616,1004,1.54
1097616,1008,91
1097616,1003,2.72
1097617,1008,78
1097617,1004,0.06
1097617,1005,16.52
1097617,1003,2.79
1097618,1008,80
1097618,1003,1.21
1097618,1005,16.68
1097618,1004,0.98
1097619,1008,103
1097619,1005,15.89
1097619,1003,2.73
1097619,1004,3.18
1097620,1005,15.87
1097620,1004,1.77
1097620,1008,90
1097620,1003,2.79
1097621,1003,1.29
1097621,1004,2.64
1097621,1008,92
1097621,1005,16.02
1097622,1004,2.01
1097622,1008,72
1097622,1003,3.41
1097622,1005,10.13
1097623,1008,81
1097623,1005,9.94
1097623,1004,3.14
1097623,1003,3.36
1097624,1008,72
1097624,1004,1.92
1097624,1003,3.42
1097624,1005,10.16
1097625,1005,10.43
1097625,1008,65
1097625,1004,1.03
1097625,1003,3.45
1097626,1003,3.5
1097626,1004,0.22
1097626,1008,57
1097626,1005,10.14
1097627,1005,10.32
1097627,1004,1.27
1097627,1008,59
1097627,1003,1.68
1097628,1008,63
1097628,1004,2.1
1097628,1003,3.59
1097628,1005,7.61
1097629,1004,3.26
1097629,1008,73
1097629,1003,3.53
1097629,1005,7.42
1097630,1008,63
1097630,1004,2.01
1097630,1005,7.64
1097630,1003,3.6
1097631,1003,3.63
1097631,1008,56
1097631,1005,7.91
1097631,1004,1.1
1097632,1004,0.27
1097632,1008,48
1097632,1003,3.67
1097632,1005,7.63
1097633,1008,50
1097633,1003,1.82
1097633,1005,7.81
1097633,1004,1.34
1097634,1008,72
1097634,1005,10.13
1097634,1003,3.41
1097634,1004,2.01
1097635,1003,3.36
1097635,1008,81
1097635,1005,9.94
1097635,1004,3.14
1097636,1005,10.16
1097636,1008,72
1097636,1004,1.92
1097636,1003,3.42
1097637,1008,65
1097637,1003,3.45
1097637,1004,1.03
1097637,1005,10.43
1097638,1003,3.5
1097638,1008,57
1097638,1005,10.14
1097638,1004,0.22
1097639,1004,1.27
1097639,1005,10.32
1097639,1003,1.68
1097639,1008,59
1097640,1004,2.1
1097640,1005,7.61
1097640,1008,63
1097640,1003,3.59
1097641,1008,73
1097641,1003,3.53
1097641,1004,3.26
1097641,1005,7.42
1097642,1008,63
1097642,1003,3.6
1097642,1005,7.64
1097642,1004,2.01
1097643,1003,3.63
1097643,1005,7.91
1097643,1008,56
1097643,1004,1.1
1097644,1005,7.63
1097644,1004,0.27
1097644,1003,3.67
1097644,1008,48
1097645,1008,50
1097645,1004,1.34
1097645,1003,1.82
1097645,1005,7.81
1097646,1005,13.18
1097646,1004,1.73
1097646,1008,80
1097646,1003,2.89
1097647,1004,2.77
1097647,1008,88
1097647,1003,2.84
1097647,1005,13
1097648,1003,2.9
1097648,1004,1.65
1097648,1005,13.21
1097648,1008,79
1097649,1003,2.93
1097649,1008,73
1097649,1005,13.45
1097649,1004,0.82
1097650,1005,13.19
1097650,1004,0.07
1097650,1008,65
1097650,1003,2.97
1097651,1003,1.29
1097651,1005,13.36
1097651,1004,1.04
1097651,1008,67
1097652,1003,3.1
1097652,1005,8.6
1097652,1008,63
1097652,1004,1.86
1097653,1003,3.04
1097653,1004,2.92
1097653,1008,72
1097653,1005,8.42
1097654,1004,1.78
1097654,1005,8.63
1097654,1003,3.1
1097654,1008,63
1097655,1004,0.95
1097655,1005,8.87
1097655,1003,3.13
1097655,1008,57
1097656,1005,8.61
1097656,1008,49
1097656,1004,0.19
1097656,1003,3.18
1097657,1005,8.78
1097657,1004,1.17
1097657,1008,51
1097657,1003,1.48
1097658,1004,2
1097658,1008,50
1097658,1005,6.04
1097658,1003,3.28
1097659,1004,3.05
1097659,1008,58
1097659,1003,3.23
1097659,1005,5.87
1097660,1003,3.29
1097660,1005,6.08
1097660,1008,49
1097660,1004,1.92
1097661,1005,6.32
1097661,1008,43
1097661,1003,3.32
1097661,1004,1.08
1097662,1004,0.32
1097662,1005,6.06
1097662,1008,35
1097662,1003,3.36
1097663,1005,6.22
1097663,1008,37
1097663,1003,1.66
1097663,1004,1.31
1097664,1003,0.91
1097664,1005,11.4
1097664,1004,0.55
1097664,1008,54
1097665,1008,105
1097665,1005,15.16
1097665,1003,3.73
1097665,1004,3.31
1097666,1005,15.37
1097666,1008,96
1097666,1003,3.79
1097666,1004,2.18
1097667,1003,3.82
1097667,1008,90
1097667,1004,1.36
1097667,1005,15.61
1097668,1003,3.86
1097668,1008,82
1097668,1005,15.35
1097668,1004,0.6
1097669,1008,84
1097669,1003,2.18
1097669,1005,15.47
1097669,1004,1.57
1097670,1005,5.94
1097670,1008,31
1097670,1004,0.25
1097670,1003,1.28
1097671,1003,4.26
1097671,1004,3.18
1097671,1005,10.08
1097671,1008,85
1097672,1008,76
1097672,1003,4.33
1097672,1004,1.99
1097672,1005,10.3
1097673,1005,10.56
1097673,1003,4.35
1097673,1004,1.12
1097673,1008,70
1097674,1003,4.4
1097674,1008,62
1097674,1005,10.28
1097674,1004,0.32
1097675,1003,2.61
1097675,1008,64
1097675,1004,1.35
1097675,1005,10.43
1097676,1004,1.9
1097676,1005,5.35
1097676,1008,52
1097676,1003,3.33
1097677,1003,3.04
1097677,1004,2.97
1097677,1008,85
1097677,1005,11.82
1097678,1004,1.8
1097678,1003,3.15
1097678,1005,10.71
1097678,1008,71
1097679,1008,69
1097679,1003,3.13
1097679,1004,0.89
1097679,1005,12.3
1097680,1008,61
1097680,1005,12.03
1097680,1004,0.09
1097680,1003,3.18
1097681,1008,50
1097681,1004,0.94
1097681,1005,7.08
1097681,1003,3.31
1097682,1005,12.2
1097682,1008,63
1097682,1003,1.39
1097682,1004,1.13
1097683,1008,64
1097683,1005,8.67
1097683,1004,1.91
1097683,1003,3.2
1097684,1004,4.19
1097684,1008,88
1097684,1003,4.55
1097684,1005,8.05
1097685,1008,119
1097685,1005,13.55
1097685,1003,3.48
1097685,1004,6.14
1097686,1005,11.41
1097686,1003,3.36
1097686,1004,5.98
1097686,1008,112
1097687,1008,97
1097687,1003,3.99
1097687,1005,12.93
1097687,1004,3.31
1097688,1004,2.33
1097688,1005,13.84
1097688,1003,3.88
1097688,1008,92
1097689,1008,124
1097689,1004,6.11
1097689,1005,13.66
1097689,1003,3.77
1097690,1004,6.66
1097690,1008,150
1097690,1005,20.36
1097690,1003,3.7
1097691,1003,3.37
1097691,1008,148
1097691,1005,19.59
1097691,1004,6.52
1097692,1004,6.66
1097692,1003,3.7
1097692,1005,20.36
1097692,1008,150
1097693,1004,6.52
1097693,1003,3.37
1097693,1008,148
1097693,1005,19.59
1097694,1004,1.38
1097694,1008,71
1097694,1005,13.1
1097694,1003,2.4
1097695,1003,2.4
1097695,1005,11.65
1097695,1008,63
1097695,1004,1.07
1097696,1003,2.4
1097696,1004,1.07
1097696,1005,11.66
1097696,1008,63
1097697,1003,7.38
1097697,1004,1.21
1097697,1008,77
1097697,1005,9.71
1097698,1004,0.14
1097698,1008,65
1097698,1005,15.05
1097698,1003,0.86
1097699,1003,0.64
1097699,1005,10.68
1097699,1004,0.4
1097699,1008,49
1097700,1003,1.38
1097700,1004,3.56
1097700,1005,7.12
1097700,1008,66
1097701,1004,3.63
1097701,1008,67
1097701,1003,1.8
1097701,1005,6.77
1097702,1005,6.77
1097702,1003,1.8
1097702,1004,3.63
1097702,1008,67
1097703,1003,1.8
1097703,1004,3.63
1097703,1005,6.77
1097703,1008,67
1097704,1005,6.77
1097704,1003,1.8
1097704,1008,67
1097704,1004,3.63
1097705,1005,6.77
1097705,1008,67
1097705,1003,1.8
1097705,1004,3.63
1097706,1005,6.77
1097706,1003,1.8
1097706,1004,3.63
1097706,1008,67
1097707,1005,6.87
1097707,1008,66
1097707,1004,3.62
1097707,1003,1.37
1097708,1003,1.37
1097708,1008,66
1097708,1005,6.87
1097708,1004,3.62
1097709,1005,6.87
1097709,1004,3.62
1097709,1008,66
1097709,1003,1.37
1097710,1008,66
1097710,1005,6.87
1097710,1003,1.37
1097710,1004,3.62
1097711,1004,3.62
1097711,1008,66
1097711,1003,1.37
1097711,1005,6.87
1097712,1008,66
1097712,1003,1.37
1097712,1004,3.62
1097712,1005,6.87
1097713,1003,1.37
1097713,1005,6.87
1097713,1008,66
1097713,1004,3.62
1097714,1003,1.37
1097714,1008,66
1097714,1004,3.62
1097714,1005,6.87
1097715,1004,3.62
1097715,1003,1.37
1097715,1005,6.87
1097715,1008,66
1097716,1003,1.37
1097716,1005,6.87
1097716,1008,66
1097716,1004,3.62
1097717,1005,6.87
1097717,1004,3.62
1097717,1008,66
1097717,1003,1.37
1097718,1003,1.37
1097718,1008,66
1097718,1005,6.87
1097718,1004,3.62
1097719,1003,1.37
1097719,1005,6.87
1097719,1004,3.62
1097719,1008,66
1097720,1003,1.37
1097720,1004,3.62
1097720,1005,6.87
1097720,1008,66
1097721,1003,1.37
1097721,1004,3.62
1097721,1005,6.87
1097721,1008,66
1097722,1004,3.62
1097722,1005,6.87
1097722,1008,66
1097722,1003,1.37
1097723,1003,1.4
1097723,1004,3.53
1097723,1008,65
1097723,1005,6.99
1097724,1003,1.4
1097724,1004,3.53
1097724,1008,65
1097724,1005,6.99
1097725,1003,1.4
1097725,1008,65
1097725,1005,6.99
1097725,1004,3.53
1097726,1004,3.53
1097726,1005,6.99
1097726,1008,65
1097726,1003,1.4
1097727,1008,65
1097727,1003,1.4
1097727,1005,6.99
1097727,1004,3.53
1097728,1003,1.4
1097728,1005,6.99
1097728,1008,65
1097728,1004,3.53
1097729,1003,1.4
1097729,1004,3.53
1097729,1005,6.99
1097729,1008,65
1097730,1003,1.4
1097730,1005,6.99
1097730,1008,65
1097730,1004,3.53
1097731,1008,65
1097731,1003,1.4
1097731,1004,3.53
1097731,1005,6.99
1097732,1004,3.53
1097732,1008,65
1097732,1005,6.99
1097732,1003,1.4
1097733,1003,1.38
1097733,1004,3.48
1097733,1005,6.9
1097733,1008,65
1097734,1005,6.9
1097734,1008,65
1097734,1003,1.38
1097734,1004,3.48
1097735,1003,1.38
1097735,1005,6.9
1097735,1008,65
1097735,1004,3.48
1097736,1008,73
1097736,1005,7.22
1097736,1003,2.01
1097736,1004,3.95
1097737,1004,3.95
1097737,1003,2.01
1097737,1008,73
1097737,1005,7.22
1097738,1008,73
1097738,1003,2.01
1097738,1005,7.22
1097738,1004,3.95
1097739,1008,73
1097739,1003,2.01
1097739,1005,7.22
1097739,1004,3.95
1097740,1008,73
1097740,1004,3.95
1097740,1003,2.01
1097740,1005,7.22
1097741,1005,7.22
1097741,1004,3.95
1097741,1003,2.01
1097741,1008,73
1097742,1003,1.98
1097742,1004,3.56
1097742,1008,66
1097742,1005,6.73
1097743,1008,66
1097743,1005,6.73
1097743,1004,3.56
1097743,1003,1.98
1097744,1004,3.48
1097744,1008,66
1097744,1005,7.39
1097744,1003,1.38
1097745,1004,3.48
1097745,1008,66
1097745,1003,1.38
1097745,1005,7.39
1097746,1003,1.38
1097746,1005,7.39
1097746,1004,3.48
1097746,1008,66
1097747,1005,7.39
1097747,1003,1.38
1097747,1008,66
1097747,1004,3.48
1097748,1004,3.48
1097748,1005,7.39
1097748,1008,66
1097748,1003,1.38
1097749,1008,66
1097749,1005,7.39
1097749,1004,3.48
1097749,1003,1.38
1097750,1008,66
1097750,1004,3.49
1097750,1003,1.4
1097750,1005,7.38
1097751,1004,3.49
1097751,1003,1.4
1097751,1008,66
1097751,1005,7.38
1097752,1004,3.49
1097752,1003,1.4
1097752,1005,7.38
1097752,1008,66
1097753,1004,3.49
1097753,1008,66
1097753,1005,7.38
1097753,1003,1.4
1097754,1005,7.38
1097754,1003,1.4
1097754,1004,3.49
1097754,1008,66
1097755,1008,66
1097755,1004,3.49
1097755,1003,1.4
1097755,1005,7.38
1097756,1005,7.38
1097756,1008,66
1097756,1003,1.4
1097756,1004,3.49
1097757,1003,1.4
1097757,1008,66
1097757,1004,3.49
1097757,1005,7.38
1097758,1003,1.4
1097758,1004,3.49
1097758,1005,7.38
1097758,1008,66
1097759,1008,66
1097759,1003,1.4
1097759,1004,3.49
1097759,1005,7.38
1097760,1005,7.43
1097760,1003,1.6
1097760,1008,65
1097760,1004,3.24
1097761,1005,7.43
1097761,1003,1.6
1097761,1008,65
1097761,1004,3.24
1097762,1008,65
1097762,1005,7.43
1097762,1004,3.24
1097762,1003,1.6
1097763,1005,7.43
1097763,1004,3.24
1097763,1008,65
1097763,1003,1.6
1097764,1005,7.4
1097764,1003,2
1097764,1004,3.8
1097764,1008,71
1097765,1003,2
1097765,1004,3.8
1097765,1005,7.4
1097765,1008,71
1097766,1003,2
1097766,1008,71
1097766,1004,3.8
1097766,1005,7.4
1097767,1008,65
1097767,1003,1.6
1097767,1004,3.24
1097767,1005,7.43
1097768,1004,3.24
1097768,1008,65
1097768,1003,1.6
1097768,1005,7.43
1097769,1003,1.53
1097769,1008,67
1097769,1004,3.49
1097769,1005,7.25
1097770,1005,7.25
1097770,1003,1.53
1097770,1004,3.49
1097770,1008,67
1097771,1008,67
1097771,1003,1.53
1097771,1005,7.25
1097771,1004,3.49
1097772,1008,71
1097772,1003,2
1097772,1005,7.4
1097772,1004,3.8
1097773,1008,71
1097773,1005,7.4
1097773,1003,2
1097773,1004,3.8
1097774,1003,2
1097774,1005,7.4
1097774,1004,3.8
1097774,1008,71
1097775,1005,7.25
1097775,1004,3.49
1097775,1003,1.53
1097775,1008,67
1097776,1005,7.25
1097776,1004,3.49
1097776,1003,1.53
1097776,1008,67
1097777,1005,7.25
1097777,1008,67
1097777,1003,1.53
1097777,1004,3.49
1097778,1004,3.55
1097778,1005,7.4
1097778,1008,66
1097778,1003,1.72
1097779,1004,3.55
1097779,1003,1.72
1097779,1005,7.4
1097779,1008,66
1097780,1005,13.06
1097780,1003,3.03
1097780,1004,6.27
1097780,1008,117
1097781,1005,7.4
1097781,1004,3.55
1097781,1003,1.72
1097781,1008,66
1097782,1003,1.72
1097782,1005,7.4
1097782,1004,3.55
1097782,1008,66
1097783,1005,7.4
1097783,1008,66
1097783,1003,1.72
1097783,1004,3.55
1097784,1005,6.87
1097784,1004,3.43
1097784,1003,1.7
1097784,1008,65
1097785,1008,65
1097785,1004,3.43
1097785,1003,1.7
1097785,1005,6.87
1097786,1004,3.43
1097786,1008,65
1097786,1003,1.7
1097786,1005,6.87
1097787,1004,3.43
1097787,1005,6.87
1097787,1008,65
1097787,1003,1.7
1097788,1004,3.43
1097788,1008,65
1097788,1005,6.87
1097788,1003,1.7
1097789,1005,11.15
1097789,1003,2.86
1097789,1004,4.77
1097789,1008,99
1097790,1003,2.86
1097790,1005,11.15
1097790,1008,99
1097790,1004,4.77
1097791,1008,99
1097791,1004,4.7
1097791,1005,11.28
1097791,1003,2.8
1097792,1008,99
1097792,1004,4.7
1097792,1003,2.8
1097792,1005,11.28
1097793,1004,3.41
1097793,1003,1.48
1097793,1005,7.45
1097793,1008,67
1097794,1003,1.48
1097794,1004,3.41
1097794,1008,67
1097794,1005,7.45
1097795,1004,3.41
1097795,1005,7.45
1097795,1008,67
1097795,1003,1.48
1097796,1004,3.41
1097796,1003,1.48
1097796,1005,7.45
1097796,1008,67
1097797,1005,7.45
1097797,1003,1.48
1097797,1004,3.41
1097797,1008,67
1097798,1003,1.48
1097798,1005,7.45
1097798,1008,67
1097798,1004,3.41
1097799,1008,67
1097799,1003,1.48
1097799,1005,7.45
1097799,1004,3.41
1097800,1003,1.48
1097800,1005,7.45
1097800,1004,3.41
1097800,1008,67
1097801,1005,7.45
1097801,1008,67
1097801,1003,1.48
1097801,1004,3.41
1097802,1003,1.48
1097802,1005,7.45
1097802,1008,67
1097802,1004,3.41
1097803,1003,1.48
1097803,1005,7.45
1097803,1004,3.41
1097803,1008,67
1097804,1004,3.41
1097804,1005,7.45
1097804,1008,67
1097804,1003,1.48
1097805,1003,1.48
1097805,1005,7.45
1097805,1008,67
1097805,1004,3.41
1097806,1005,7.45
1097806,1004,3.41
1097806,1008,67
1097806,1003,1.48
1097807,1005,7.45
1097807,1008,67
1097807,1004,3.41
1097807,1003,1.48
1097808,1005,7.46
1097808,1008,64
1097808,1003,1.41
1097808,1004,3.28
1097809,1003,1.41
1097809,1004,3.28
1097809,1005,7.46
1097809,1008,64
1097810,1003,1.38
1097810,1004,3.56
1097810,1008,66
1097810,1005,7.12
1097811,1008,66
1097811,1005,7.12
1097811,1003,1.38
1097811,1004,3.56
1097812,1005,7.12
1097812,1004,3.56
1097812,1008,66
1097812,1003,1.38
1097813,1003,1.38
1097813,1008,66
1097813,1005,7.12
1097813,1004,3.56
1097814,1008,66
1097814,1003,1.38
1097814,1004,3.56
1097814,1005,7.12
1097815,1008,66
1097815,1005,7.12
1097815,1003,1.38
1097815,1004,3.56
1097816,1004,3.56
1097816,1008,66
1097816,1005,7.12
1097816,1003,1.38
1097817,1003,1.38
1097817,1008,66
1097817,1005,7.12
1097817,1004,3.56
1097818,1004,3.56
1097818,1005,7.12
1097818,1008,66
1097818,1003,1.38
1097819,1004,3.56
1097819,1003,1.38
1097819,1005,7.12
1097819,1008,66
1097820,1005,6.86
1097820,1004,3.49
1097820,1003,1.62
1097820,1008,66
1097821,1004,3.49
1097821,1005,6.86
1097821,1008,66
1097821,1003,1.62
1097822,1005,6.86
1097822,1004,3.49
1097822,1008,66
1097822,1003,1.62
1097823,1003,1.62
1097823,1004,3.49
1097823,1008,66
1097823,1005,6.86
1097824,1003,1.62
1097824,1004,3.49
1097824,1005,6.86
1097824,1008,66
1097825,1003,1.62
1097825,1005,6.86
1097825,1008,66
1097825,1004,3.49
1097826,1003,1.62
1097826,1008,66
1097826,1004,3.49
1097826,1005,6.86
1097827,1003,1.62
1097827,1005,6.86
1097827,1008,66
1097827,1004,3.49
1097828,1004,3.49
1097828,1005,6.86
1097828,1008,66
1097828,1003,1.62
1097829,1005,6.86
1097829,1008,66
1097829,1004,3.49
1097829,1003,1.62
1097830,1008,62
1097830,1005,7.4
1097830,1004,2.77
1097830,1003,2.07
1097831,1003,2.07
1097831,1005,7.4
1097831,1004,2.77
1097831,1008,62
1097832,1008,65
1097832,1004,3.53
1097832,1005,6.73
1097832,1003,1.58
1097833,1004,3.53
1097833,1003,1.58
1097833,1008,65
1097833,1005,6.73
1097834,1008,65
1097834,1003,1.58
1097834,1005,6.73
1097834,1004,3.53
1097835,1004,3.53
1097835,1008,65
1097835,1005,6.73
1097835,1003,1.58
1097836,1003,1.58
1097836,1008,65
1097836,1004,3.53
1097836,1005,6.73
1097837,1004,3.53
1097837,1003,1.58
1097837,1005,6.73
1097837,1008,65
1097838,1008,65
1097838,1004,3.53
1097838,1005,6.73
1097838,1003,1.58
1097839,1004,3.53
1097839,1005,6.73
1097839,1008,65
1097839,1003,1.58
1097840,1004,3.53
1097840,1003,1.58
1097840,1008,65
1097840,1005,6.73
1097841,1005,6.73
1097841,1008,65
1097841,1004,3.53
1097841,1003,1.58
1097842,1005,6.67
1097842,1008,66
1097842,1003,1.76
1097842,1004,3.6
1097843,1005,6.67
1097843,1004,3.6
1097843,1008,66
1097843,1003,1.76
1097844,1003,1.63
